OBJECTID;CID;blue;green;red;nir;swir;GT
7919;1;225;387;524;1304;1044;1
7920;1;271;479;551;1944;1126;1
7921;1;1;186;238;1466;849;0
7922;1;168;307;439;1420;901;1
7923;1;200;359;563;1118;1210;1
7924;1;292;426;683;1174;1244;1
7925;1;224;338;528;796;1614;1
7926;1;241;401;572;1310;1215;1
7927;1;802;1132;1068;2290;1600;0
7928;1;1804;2114;2032;2852;2689;0
7929;1;672;1062;1378;2510;3604;0
7930;1;314;695;793;1952;1345;0
7931;1;230;351;500;1016;1100;1
7932;1;160;343;442;1504;939;1
7933;1;249;395;557;1158;1547;1
7934;1;809;1112;1554;2232;3006;0
7935;1;755;897;1214;1928;2843;0
7936;1;324;543;645;2010;1336;0
7937;1;91;244;246;1388;728;1
7938;1;734;1040;1440;2450;3679;0
7939;1;256;436;536;1694;2122;0
7940;1;384;754;727;1764;1790;0
7941;1;3460;2728;2496;3786;1945;0
7942;1;770;1150;1764;2534;3099;0
7943;1;178;319;347;1290;721;1
7944;1;548;941;1084;2602;2832;0
7945;1;484;769;1096;2006;2922;0
7946;1;990;1272;1522;1648;2168;0
7947;1;210;326;468;920;1260;1
7948;1;815;1120;1456;2288;3506;0
7949;1;302;456;560;1550;1302;1
7950;1;226;445;561;1998;1102;1
7951;1;197;334;497;1140;1075;1
7952;1;306;434;608;1094;1029;1
7953;1;1812;2116;2338;2474;2252;0
7954;1;393;646;827;1780;1711;1
7955;1;241;357;556;1058;1245;1
7956;1;294;444;574;1438;1571;1
7957;1;384;501;683;1336;1210;1
7958;1;243;341;477;1236;1130;1
7959;1;602;775;669;1886;1535;0
7960;1;207;322;443;1416;949;1
7961;1;140;244;322;962;1043;1
7962;1;291;561;611;1564;1364;1
7963;1;221;372;449;1368;1256;1
7964;1;755;1032;1300;2292;3066;0
7965;1;168;352;455;1478;821;1
7966;1;394;533;680;1348;1409;1
7967;1;168;236;354;694;509;1
7968;1;1494;1650;1960;2684;3133;0
7969;1;180;416;566;1482;1893;0
7970;1;282;464;550;1472;1367;1
7971;1;516;791;1050;2026;2256;0
7972;1;648;976;1206;2206;2681;0
7973;1;606;916;1348;2090;3295;0
7974;1;493;777;1066;2254;2540;0
7975;1;597;912;1118;2150;2917;0
7976;1;269;504;557;1736;1262;1
7977;1;348;529;601;1734;1356;0
7978;1;921;1362;1678;2620;2956;0
7979;1;1334;1720;1952;2714;2262;0
7980;1;491;761;1116;1826;2992;0
7981;1;1274;1664;2028;2166;2511;0
7982;1;204;376;397;1378;864;1
7983;1;182;359;500;1358;1084;1
7984;1;167;311;372;1432;950;1
7985;1;236;411;463;1236;1280;0
7986;1;303;639;666;2634;2170;0
7987;1;236;417;551;1508;1002;1
7988;1;154;315;342;1218;854;1
7989;1;633;1044;1278;2646;3314;0
7990;1;137;267;341;1218;1073;1
7991;1;2424;2670;2552;3542;3499;0
7992;1;880;894;921;2024;1840;0
7993;1;246;416;539;1548;1330;1
7994;1;211;354;458;1158;1346;1
7995;1;178;330;366;1512;815;1
7996;1;180;301;400;1124;968;1
7997;1;100;342;524;1078;1255;0
7998;1;180;274;364;1011;1147;1
7999;1;650;1042;1192;2674;2702;0
8000;1;203;352;429;1296;1188;1
8001;1;299;415;709;1306;1128;1
8002;1;410;672;709;2310;1866;1
8003;1;582;847;1104;2034;3363;0
8004;1;469;626;775;1568;1865;1
8005;1;925;1208;1636;2500;3963;0
8006;1;83;192;230;426;406;0
8007;1;333;414;479;563;1075;0
8008;1;160;274;451;898;1052;1
8009;1;293;511;622;1738;1831;0
8010;1;1336;1792;1926;2624;2453;0
8011;1;180;343;391;1644;1246;1
8012;1;303;538;619;1906;1541;0
8013;1;192;338;427;1116;1066;1
8014;1;271;423;534;1478;1154;1
8015;1;301;476;789;1306;1420;1
8016;1;308;483;649;1488;1132;1
8017;1;190;325;425;1208;969;1
8018;1;289;487;697;1412;892;1
8019;1;786;1128;1546;2368;3589;0
8020;1;171;319;343;1218;889;1
8021;1;309;581;567;1768;1751;0
8022;1;267;432;728;1296;1341;1
8023;1;502;756;1001;1780;2738;0
8024;1;457;735;957;2248;2322;0
8025;1;188;350;417;1214;1206;1
8026;1;537;818;1060;2204;2862;0
8027;1;1172;1130;1030;2024;854;1
8028;1;240;395;484;1720;1111;0
8029;1;444;672;837;1708;1709;1
8030;1;223;392;564;1252;1042;1
8031;1;991;1402;1694;2018;2443;0
8032;1;410;551;645;1804;1517;0
8033;1;338;348;332;1478;886;1
8034;1;185;372;391;1656;819;1
8035;1;187;322;420;1498;801;1
8036;1;135;246;335;1376;779;1
8037;1;181;381;494;1504;1091;1
8038;1;263;493;551;2170;1142;1
8039;1;125;317;344;1272;720;1
8040;1;275;383;597;1110;1329;1
8041;1;669;1001;1342;2480;4131;0
8042;1;349;508;813;1308;1692;1
8043;1;2138;3404;3666;3472;4183;0
8044;1;310;468;545;1162;1449;1
8045;1;439;615;808;1572;1279;1
8046;1;878;1118;1476;2102;3471;0
8047;1;1510;1442;1730;2756;3630;0
8048;1;658;960;1284;2226;3314;1
8049;1;99;276;207;1716;712;1
8050;1;208;344;434;1406;1010;1
8051;1;926;1308;1732;2244;2562;0
8052;1;302;448;693;1318;1485;1
8053;1;281;431;513;1416;1385;0
8054;1;600;865;1172;2006;2938;1
8055;1;197;404;475;1522;932;1
8056;1;275;397;670;1288;1118;1
8057;1;305;424;689;1234;1925;0
8058;1;307;480;632;1764;1608;0
8059;1;602;885;1232;2178;3780;0
8060;1;261;456;552;1532;992;1
8061;1;333;479;691;1502;1102;1
8062;1;261;447;632;893;1840;0
8063;1;398;641;745;1628;934;1
8064;1;217;351;509;1268;1001;1
8065;1;146;289;397;1726;1401;0
8066;1;203;361;358;1458;796;1
8067;1;323;484;738;1460;1330;1
8068;1;554;800;1058;1826;3163;0
8069;1;303;536;654;1296;1752;0
8070;1;171;321;387;1070;1081;1
8071;1;692;988;1256;2208;3360;0
8072;1;505;733;882;2322;2459;0
8073;1;247;444;500;1722;1024;1
8074;1;1556;1380;1648;2414;2336;0
8075;1;2380;2498;2536;3400;3090;0
8076;1;249;395;547;1250;1192;1
8077;1;149;315;352;1174;992;1
8078;1;1228;1506;1792;2024;2822;0
8079;1;227;391;631;1080;1686;1
8080;1;480;736;950;1728;2506;0
8081;1;513;684;863;1392;2009;0
8082;1;634;971;1196;2310;3282;0
8083;1;293;505;595;1704;1494;0
8084;1;378;374;432;1234;918;1
8085;1;210;339;509;1218;987;1
8086;1;354;541;699;1816;2248;0
8087;1;1056;1576;1960;2588;3085;0
8088;1;270;332;375;490;1116;0
8089;1;1498;1716;2032;2656;3609;0
8090;1;524;814;1136;2078;3385;0
8091;1;625;937;1188;2200;3296;0
8092;1;202;298;498;994;1039;1
8093;1;96;236;274;1320;694;1
8094;1;838;1140;1470;2342;3709;0
8095;1;199;333;316;1764;703;1
8096;1;114;267;430;905;1059;1
8097;1;259;456;601;1588;1501;0
8098;1;329;481;688;1502;1791;1
8099;1;134;302;346;1206;738;1
8100;1;232;363;571;1068;1168;1
8101;1;176;302;401;1214;624;1
8102;1;177;389;422;1654;1202;0
8103;1;276;482;467;2160;1081;1
8104;1;204;343;474;1600;878;1
8105;1;106;322;260;1152;1139;0
8106;1;261;460;516;1372;1347;1
8107;1;831;1168;1518;2120;2978;0
8108;1;139;310;314;1594;643;1
8109;1;519;800;1150;1926;3365;0
8110;1;185;321;518;1126;1249;1
8111;1;146;282;349;1174;995;1
8112;1;205;323;436;1280;1144;1
8113;1;159;287;350;1054;958;1
8114;1;891;1154;1490;2238;3156;0
8115;1;107;218;221;1256;647;1
8116;1;134;208;297;818;866;1
8117;1;722;1066;1314;2742;2648;0
8118;1;322;467;608;1754;1232;0
8119;1;302;482;511;1660;1138;1
8120;1;169;342;405;1508;908;1
8121;1;296;438;772;1256;1313;1
8122;1;261;498;579;1572;1378;0
8123;1;267;367;452;1102;1145;1
8124;1;767;904;1042;1150;1483;0
8125;1;321;368;637;1082;1191;1
8126;1;213;404;398;1510;939;1
8127;1;609;926;1124;2380;2464;1
8128;1;136;218;307;957;860;1
8129;1;612;965;1282;2176;3417;0
8130;1;331;438;702;1190;1137;1
8131;1;197;352;524;1144;1127;1
8132;1;357;414;479;594;1159;0
8133;1;397;674;957;2530;2660;0
8134;1;294;483;529;1864;1280;0
8135;1;301;463;575;1532;1414;0
8136;1;103;214;311;1056;828;1
8137;1;210;360;465;1632;1226;0
8138;1;534;752;1056;1992;2703;0
8139;1;236;396;518;1472;1038;1
8140;1;259;420;636;996;1723;1
8141;1;223;298;519;1050;1166;1
8142;1;333;487;668;1338;1518;1
8143;1;186;327;496;1080;977;1
8144;1;148;284;464;1154;903;1
8145;1;172;367;322;1560;668;1
8146;1;171;301;445;1009;1134;1
8147;1;473;517;729;1622;1791;0
8148;1;205;382;446;1746;909;1
8149;1;647;922;1326;1692;1766;1
8150;1;192;263;539;959;1098;1
8151;1;783;853;1018;1206;1753;0
8152;1;332;556;774;2332;1905;0
8153;1;516;861;1158;2188;2614;0
8154;1;2532;2728;3022;2996;2682;0
8155;1;303;537;603;1782;1528;0
8156;1;86;202;349;572;567;1
8157;1;685;982;1324;2132;2147;0
8158;1;1454;1700;1886;1962;2134;0
8159;1;300;474;594;1560;1363;1
8160;1;301;489;790;1374;1426;1
8161;1;208;395;414;1548;1010;1
8162;1;885;1176;1456;1996;2233;0
8163;1;527;752;1021;1732;1652;0
8164;1;217;357;608;1268;1068;1
8165;1;363;509;800;1528;1519;1
8166;1;267;455;633;1826;1673;0
8167;1;236;355;516;1116;1202;1
8168;1;205;389;491;1196;1032;1
8169;1;309;495;752;1454;1390;1
8170;1;730;1130;1626;2446;3432;0
8171;1;799;1094;1566;2368;3825;0
8172;1;180;332;307;1250;915;1
8173;1;657;912;1190;2008;3183;0
8174;1;282;521;617;1600;1946;0
8175;1;563;839;1052;2224;2520;0
8176;1;222;374;544;1592;1068;1
8177;1;1154;1438;2112;2544;3018;0
8178;1;280;402;526;1356;1181;1
8179;1;693;954;1184;2094;3213;0
8180;1;492;703;1188;1618;2182;0
8181;1;240;424;504;1664;1403;1
8182;1;190;431;579;1460;1993;0
8183;1;471;911;1660;1996;3026;1
8184;1;628;849;1016;1878;1999;0
8185;1;803;1086;1422;2170;3591;0
8186;1;230;365;470;1192;1377;1
8187;1;742;998;1388;2188;3525;0
8188;1;695;1040;1388;2210;3542;0
8189;1;369;478;783;1282;1828;1
8190;1;200;336;408;1526;843;1
8191;1;936;1206;1616;2260;2862;0
8192;1;1336;1658;1858;2792;3411;0
8193;1;868;1332;1758;2868;3415;0
8194;1;573;829;1142;1916;3190;0
8195;1;198;426;566;1500;1216;1
8196;1;227;337;509;932;1339;1
8197;1;143;332;301;1642;734;1
8198;1;222;383;475;1470;1151;0
8199;1;1802;2018;1994;2916;3197;0
8200;1;184;426;440;1674;1249;0
8201;1;790;1028;1316;2092;3632;0
8202;1;790;752;829;1700;1428;1
8203;1;224;406;539;1664;1622;0
8204;1;199;401;606;1628;1036;1
8205;1;234;347;517;788;1489;1
8206;1;481;816;1084;1958;2139;0
8207;1;676;795;905;2162;2973;0
8208;1;95;224;228;965;608;1
8209;1;174;348;399;1378;1044;1
8210;1;169;317;416;1088;965;1
8211;1;92;182;221;649;614;1
8212;1;633;900;1090;2024;2693;0
8213;1;292;458;692;1462;1284;1
8214;1;184;307;394;1080;1152;1
8215;1;288;449;691;1128;1409;1
8216;1;260;480;767;1780;1112;1
8217;1;336;527;679;1404;1548;0
8218;1;626;761;956;2210;1813;0
8219;1;357;531;763;1942;1161;1
8220;1;236;352;494;1168;1305;1
8221;1;328;452;730;1140;1351;1
8222;1;511;789;1080;1922;3388;0
8223;1;166;382;362;1926;871;0
8224;1;901;1250;1570;2850;3029;0
8225;1;335;460;658;1404;1541;1
8226;1;217;434;430;1862;992;0
8227;1;1052;1394;1668;1926;1863;0
8228;1;391;566;657;1836;1434;0
8229;1;310;450;607;1404;1283;1
8230;1;285;368;535;1234;1180;1
8231;1;671;930;1288;2050;3427;0
8232;1;1148;1250;1614;2434;3637;0
8233;1;177;328;456;1120;1200;1
8234;1;404;523;675;1310;1876;0
8235;1;145;290;365;1246;833;1
8236;1;611;843;1180;1952;3384;0
8237;1;244;428;489;1554;1208;0
8238;1;285;431;517;1592;1270;1
8239;1;389;617;1026;1488;2669;0
8240;1;187;351;467;1302;927;1
8241;1;352;505;818;1432;1523;1
8242;1;227;391;443;1534;1131;0
8243;1;200;400;474;1392;1063;1
8244;1;563;705;875;1566;1463;0
8245;1;201;336;365;1474;881;1
8246;1;237;351;495;1388;1175;1
8247;1;340;446;637;1238;1042;1
8248;1;752;1012;1300;2192;3505;0
8249;1;275;447;672;1262;1279;1
8250;1;211;353;454;1450;1149;1
8251;1;173;331;495;1230;1356;1
8252;1;571;512;567;1412;1312;1
8253;1;236;393;472;1322;1259;1
8254;1;341;525;659;1640;1488;0
8255;1;3318;3602;3294;4304;3998;0
8256;1;278;415;549;1138;1424;1
8257;1;93;221;257;783;422;1
8258;1;245;411;498;1656;1453;0
8259;1;1532;2106;2424;2742;2754;0
8260;1;189;364;457;1452;953;1
8261;1;303;481;504;1548;1049;1
8262;1;119;242;287;1244;745;1
8263;1;458;758;948;1978;2612;0
8264;1;574;802;940;1638;1567;0
8265;1;153;273;365;1018;833;1
8266;1;1146;1108;1042;2098;2210;0
8267;1;317;440;537;1170;1324;0
8268;1;199;361;426;1522;1076;1
8269;1;439;849;1116;2432;2511;0
8270;1;242;334;586;951;1302;1
8271;1;189;301;500;1144;1320;1
8272;1;216;393;453;1588;1105;1
8273;1;187;426;466;2020;1232;0
8274;1;360;482;493;1622;976;1
8275;1;285;455;543;1636;1273;0
8276;1;1018;1232;1438;1608;2119;0
8277;1;201;384;435;1346;1036;1
8278;1;212;376;493;1390;973;1
8279;1;440;716;1044;1434;1688;1
8280;1;661;1082;1308;2474;3143;0
8281;1;474;432;550;1738;1372;0
8282;1;202;306;484;1086;1159;1
8283;1;288;438;641;1168;1308;1
8284;1;244;397;615;1042;1275;1
8285;1;204;388;398;1788;844;1
8286;1;223;397;519;1304;1065;1
8287;1;287;440;556;1604;1186;1
8288;1;255;368;389;1011;799;1
8289;1;1146;1416;1542;1726;2283;0
8290;1;190;413;403;1676;993;0
8291;1;172;243;457;1132;934;1
8292;1;314;492;736;1390;1147;1
8293;1;1224;1776;1932;2928;2853;0
8294;1;274;472;742;1236;1381;1
8295;1;239;382;526;1310;1300;1
8296;1;1104;1358;1650;1712;2000;0
8297;1;429;438;456;1440;1116;1
8298;1;262;410;542;1204;1190;1
8299;1;313;418;656;1030;1961;1
8300;1;301;348;454;1218;1145;1
8301;1;288;458;618;1442;953;1
8302;1;614;897;1180;2060;3199;0
8303;1;59;217;192;1264;607;1
8304;1;750;1202;1588;2176;2692;0
8305;1;467;739;955;1946;2228;0
8306;1;198;381;404;1338;951;1
8307;1;322;525;708;1906;1013;1
8308;1;303;440;490;1676;1189;0
8309;1;472;717;1028;1894;2403;0
8310;1;251;462;760;1350;1645;1
8311;1;230;365;526;1186;1137;1
8312;1;748;983;1304;2074;3226;0
8313;1;680;924;1340;2104;2646;0
8314;1;424;692;1078;1700;2809;0
8315;1;679;962;1148;2254;2962;0
8316;1;139;295;396;1234;917;1
8317;1;435;623;590;1600;1196;1
8318;1;390;602;791;2018;3075;0
8319;1;600;872;1126;2082;3269;0
8320;1;648;905;1230;1966;3497;0
8321;1;416;651;915;1800;2529;0
8322;1;226;438;529;1528;1212;0
8323;1;260;384;612;1112;1332;1
8324;1;696;1018;1230;2354;3107;0
8325;1;700;952;1306;2154;3749;0
8326;1;205;332;410;1228;1044;1
8327;1;183;311;509;1526;933;1
8328;1;498;675;783;1724;1225;0
8329;1;293;553;700;2046;2804;0
8330;1;686;1034;1338;2154;2637;0
8331;1;196;291;369;1058;1109;1
8332;1;456;798;1292;1892;3084;0
8333;1;259;404;545;1328;1344;1
8334;1;642;896;1190;1968;3199;0
8335;1;277;423;664;1304;1025;1
8336;1;207;337;516;1274;1036;1
8337;1;460;644;856;1764;2094;0
8338;1;180;340;469;1330;948;1
8339;1;558;739;973;1930;2776;0
8340;1;273;355;611;974;1499;1
8341;1;510;885;1228;2276;3037;0
8342;1;675;882;1178;2010;3129;0
8343;1;113;262;303;990;741;1
8344;1;611;871;1268;1744;2676;0
8345;1;518;625;677;1368;1201;0
8346;1;171;319;375;1394;878;1
8347;1;152;346;345;1316;849;1
8348;1;160;274;405;955;1200;1
8349;1;289;451;780;1394;1483;1
8350;1;105;242;267;1046;922;1
8351;1;144;177;185;871;454;1
8352;1;666;870;1023;1246;1587;0
8353;1;805;1072;1504;2270;3653;0
8354;1;198;341;401;1536;885;1
8355;1;742;1024;1298;2204;2433;0
8356;1;267;415;492;1384;1160;0
8357;1;204;400;512;1330;1014;1
8358;1;544;720;915;1692;1946;0
8359;1;393;558;739;1236;2560;1
8360;1;154;271;372;1078;911;1
8361;1;222;430;579;1288;1288;1
8362;1;784;999;1296;2026;3370;0
8363;1;186;352;430;1576;818;1
8364;1;307;404;639;1005;2115;1
8365;1;854;1354;1784;2556;3370;0
8366;1;126;248;323;922;835;1
8367;1;245;407;533;1190;1461;1
8368;1;286;463;572;1350;1247;1
8369;1;192;338;435;1100;821;1
8370;1;977;1130;1070;2252;1727;0
8371;1;161;337;505;1114;830;1
8372;1;271;444;560;1588;1474;0
8373;1;601;873;1162;2094;3022;0
8374;1;608;835;1120;1824;2508;0
8375;1;146;318;473;1182;845;1
8376;1;121;323;335;1264;902;1
8377;1;883;1224;1622;2494;3198;0
8378;1;143;346;372;1892;869;0
8379;1;212;364;406;1756;1111;1
8380;1;367;487;722;1250;1327;1
8381;1;262;454;414;2046;1046;1
8382;1;213;399;435;1808;986;1
8383;1;393;673;946;1982;1919;0
8384;1;254;404;553;1406;1065;1
8385;1;1016;1236;1656;2340;3043;0
8386;1;229;411;457;1282;1279;1
8387;1;195;333;490;1120;1265;1
8388;1;77;199;313;678;928;1
8389;1;135;279;348;1438;797;1
8390;1;463;916;922;2762;2190;0
8391;1;234;346;469;1344;1186;1
8392;1;403;718;859;3002;2074;0
8393;1;238;410;525;1594;1662;0
8394;1;225;389;500;1366;1067;1
8395;1;416;593;883;1500;1453;1
8396;1;248;409;687;1476;1281;1
8397;1;1208;1782;2008;2446;2674;0
8398;1;618;923;1266;2202;3096;0
8399;1;794;1100;1436;2208;3670;0
8400;1;314;471;614;1432;1306;1
8401;1;469;774;907;2042;1979;0
8402;1;350;465;728;1478;1061;1
8403;1;480;661;944;1366;2680;0
8404;1;194;307;409;1540;813;1
8405;1;474;540;739;1518;1294;1
8406;1;716;959;1260;1924;2986;0
8407;1;281;392;493;1330;1272;1
8408;1;284;350;631;1060;1209;1
8409;1;719;1022;1394;2110;3055;0
8410;1;306;451;540;1720;1356;0
8411;1;264;411;679;1316;1179;1
8412;1;169;332;426;1422;762;1
8413;1;182;296;563;943;1299;1
8414;1;251;509;576;1912;1293;1
8415;1;415;677;799;1650;2325;0
8416;1;139;273;392;1062;899;1
8417;1;689;926;1220;1884;2883;0
8418;1;698;1202;1160;2324;2287;0
8419;1;415;617;887;1672;2439;0
8420;1;719;927;1268;2074;2960;0
8421;1;361;477;578;1290;1497;1
8422;1;152;305;314;1262;903;0
8423;1;314;496;567;1600;1114;1
8424;1;192;314;428;1036;1074;1
8425;1;258;413;586;1208;1279;1
8426;1;279;299;407;1015;1004;1
8427;1;1440;1712;1888;1950;2223;0
8428;1;468;828;947;1830;2052;0
8429;1;509;835;970;1860;1970;1
8430;1;553;791;1023;1938;2734;0
8431;1;309;360;397;1230;1113;1
8432;1;281;406;568;1234;1497;1
8433;1;858;1376;1978;2568;2905;0
8434;1;228;398;497;1368;1054;1
8435;1;243;448;558;1450;1584;0
8436;1;268;502;652;1168;1565;1
8437;1;131;318;300;1616;678;1
8438;1;976;1160;1058;2414;2061;0
8439;1;260;414;633;1100;1404;1
8440;1;191;374;495;1302;1135;1
8441;1;235;428;449;1544;1166;0
8442;1;283;425;489;1372;1281;0
8443;1;179;285;348;1280;1119;1
8444;1;1170;1432;1722;2526;3181;0
8445;1;539;752;1002;1800;1948;1
8446;1;230;397;493;1346;1190;1
8447;1;253;411;425;1226;1125;1
8448;1;501;803;1062;2184;2741;0
8449;1;233;396;438;1336;1096;1
8450;1;316;519;687;1442;1225;1
8451;1;626;872;1118;1992;3215;0
8452;1;848;1084;1450;2204;3162;0
8453;1;264;436;626;1368;1054;1
8454;1;1098;842;984;1938;2083;0
8455;1;247;374;554;1324;1127;1
8456;1;527;819;1036;1970;2009;0
8457;1;128;301;330;1416;705;1
8458;1;299;475;498;1576;1374;1
8459;1;363;565;800;1604;1074;1
8460;1;246;398;597;1310;1131;1
8461;1;263;451;480;1776;1171;0
8462;1;166;334;385;1478;879;1
8463;1;316;465;703;1464;2334;0
8464;1;226;373;498;1306;1388;1
8465;1;160;294;393;1304;868;1
8466;1;650;1116;1620;2332;3791;0
8467;1;277;459;534;1450;1217;0
8468;1;472;626;893;2022;1560;1
8469;1;375;573;777;1572;1537;1
8470;1;736;1146;1470;2526;2217;0
8471;1;247;433;531;1470;1392;1
8472;1;276;443;498;1442;1539;0
8473;1;358;512;664;1030;1746;0
8474;1;240;422;495;1396;1060;1
8475;1;558;832;1188;2088;3830;0
8476;1;664;932;1272;1990;2845;0
8477;1;683;882;1196;2106;3489;0
8478;1;689;969;1180;2232;2963;0
8479;1;366;634;755;2106;1891;0
8480;1;271;362;447;1220;999;1
8481;1;235;366;434;1230;1085;1
8482;1;512;743;1010;2046;3194;0
8483;1;301;461;617;1496;1519;1
8484;1;551;808;1010;1896;2429;0
8485;1;377;583;783;1670;1922;0
8486;1;208;352;510;1134;1096;1
8487;1;239;383;680;1126;1271;1
8488;1;181;351;421;1548;933;1
8489;1;296;456;672;1366;1552;1
8490;1;223;511;534;1962;1025;1
8491;1;142;295;319;1296;825;1
8492;1;307;438;648;1254;1223;1
8493;1;246;422;737;1274;1292;1
8494;1;973;1156;1626;2536;3364;0
8495;1;229;492;437;1770;1007;1
8496;1;714;886;1058;1322;1747;0
8497;1;511;871;1010;2580;3307;0
8498;1;108;288;271;1484;754;1
8499;1;1472;1818;2042;2190;2541;0
8500;1;680;934;1270;1910;3481;0
8501;1;158;309;565;1152;1048;1
8502;1;704;658;853;1792;2108;1
8503;1;609;904;1238;2120;3458;0
8504;1;236;372;613;1012;1519;1
8505;1;362;515;669;1450;1422;1
8506;1;249;467;585;1610;1246;1
8507;1;701;974;1284;2090;3381;0
8508;1;275;463;565;1500;1120;1
8509;1;563;710;879;1652;1741;1
8510;1;261;539;479;2094;1080;1
8511;1;694;1026;1440;2346;3741;0
8512;1;296;425;721;1140;1671;1
8513;1;199;339;425;1326;1094;1
8514;1;783;1056;1432;2102;3570;0
8515;1;423;754;961;2006;2026;0
8516;1;245;495;726;1296;1974;0
8517;1;272;407;521;1206;1344;0
8518;1;233;443;611;1542;2610;0
8519;1;193;337;535;1106;1162;1
8520;1;587;800;1064;1832;2934;0
8521;1;335;473;766;1392;1335;1
8522;1;687;592;788;2056;2793;0
8523;1;255;400;681;1174;1151;1
8524;1;49;174;217;511;490;0
8525;1;255;376;656;1190;1116;1
8526;1;592;843;1050;2128;3207;0
8527;1;485;691;962;1950;3298;0
8528;1;247;348;543;1052;1315;1
8529;1;760;1020;1400;2292;3555;0
8530;1;603;969;1246;1912;2567;0
8531;1;268;449;640;1256;1017;1
8532;1;545;855;1142;2156;2918;0
8533;1;264;483;636;1544;1575;0
8534;1;249;389;605;1068;1297;1
8535;1;446;623;898;1678;1670;1
8536;1;1356;1738;1824;2718;3039;0
8537;1;250;452;499;1544;931;1
8538;1;236;354;592;1120;1090;1
8539;1;533;727;972;1780;1674;0
8540;1;706;1170;1726;2396;3335;0
8541;1;716;955;1222;2018;3245;0
8542;1;243;356;508;1216;1329;1
8543;1;328;437;493;1456;2365;0
8544;1;277;509;502;1628;1058;0
8545;1;191;363;407;1620;1068;0
8546;1;261;498;647;1970;1844;0
8547;1;810;1096;1498;2144;3491;0
8548;1;432;415;449;1528;1248;0
8549;1;196;317;536;861;1366;1
8550;1;556;940;936;2884;2044;0
8551;1;483;776;1130;1962;3310;0
8552;1;705;936;1252;2146;3539;0
8553;1;710;980;1250;2320;3085;0
8554;1;650;545;627;1830;2056;0
8555;1;250;475;554;1718;1507;1
8556;1;393;690;805;2536;2180;0
8557;1;752;1034;1328;2020;2694;0
8558;1;372;519;661;1478;1219;1
8559;1;570;792;1156;2082;3404;0
8560;1;514;767;1232;2220;3578;0
8561;1;339;475;729;1434;1302;1
8562;1;239;413;482;1546;1366;1
8563;1;326;836;916;1628;1957;1
8564;1;612;830;1106;1782;2592;0
8565;1;370;516;742;1592;2754;0
8566;1;728;1021;1466;2266;4085;0
8567;1;190;332;426;1534;1370;0
8568;1;439;620;830;1822;1886;0
8569;1;313;506;550;1816;1530;0
8570;1;586;945;1024;3010;2417;0
8571;1;592;850;1094;1670;2346;0
8572;1;726;1158;1492;2464;2727;0
8573;1;582;893;1282;2110;3774;0
8574;1;256;478;518;1654;1433;1
8575;1;360;555;664;1780;1525;0
8576;1;177;393;408;1396;906;1
8577;1;204;410;473;1936;1299;0
8578;1;122;288;287;2048;820;0
8579;1;169;373;406;1460;1139;0
8580;1;169;301;368;1132;935;1
8581;1;272;425;476;1560;1161;1
8582;1;379;738;937;2380;2313;0
8583;1;314;534;633;1620;1169;1
8584;1;537;713;990;1794;2554;0
8585;1;753;1042;1476;2254;3167;0
8586;1;483;754;912;2002;2617;0
8587;1;161;303;351;1344;935;1
8588;1;192;335;380;1220;1131;1
8589;1;464;1140;1642;1846;1649;0
8590;1;488;777;869;1750;1738;1
8591;1;672;959;1208;2182;3255;0
8592;1;299;467;577;1440;1591;1
8593;1;479;756;979;2458;2196;0
8594;1;689;997;1310;2098;3301;0
8595;1;585;883;1122;2262;3132;0
8596;1;277;509;758;1490;1508;1
8597;1;162;290;379;1019;835;1
8598;1;521;568;750;1516;2112;0
8599;1;232;365;587;909;1306;1
8600;1;288;502;684;1562;1237;1
8601;1;720;962;1332;2166;3421;0
8602;1;1184;1838;2342;2822;3083;0
8603;1;653;930;1228;2066;3499;0
8604;1;1756;1626;1438;2568;2843;0
8605;1;225;368;494;1576;905;1
8606;1;173;296;429;1340;867;1
8607;1;429;631;850;1824;1916;0
8608;1;1704;1594;1538;2688;2728;0
8609;1;127;374;265;1960;688;1
8610;1;1218;1244;1176;2418;2932;0
8611;1;258;457;598;1754;1509;0
8612;1;561;781;1019;1926;2932;0
8613;1;321;481;640;1464;1414;1
8614;1;1;68;80;473;388;0
8615;1;265;458;565;1936;1838;0
8616;1;273;437;518;1716;1108;1
8617;1;718;969;1288;2160;3077;0
8618;1;608;893;1056;1616;1861;0
8619;1;226;396;523;1168;1285;1
8620;1;572;824;1104;1702;3080;0
8621;1;262;412;620;1238;1240;1
8622;1;328;458;504;1386;1240;0
8623;1;1004;1388;1858;2856;3572;0
8624;1;161;357;332;1722;981;1
8625;1;197;493;555;1730;2376;0
8626;1;244;426;594;1484;1604;0
8627;1;269;474;546;1882;1080;1
8628;1;315;502;594;1748;1194;0
8629;1;168;311;403;1290;1104;1
8630;1;284;437;645;1080;1692;1
8631;1;246;394;576;1292;984;1
8632;1;287;398;555;1626;1465;1
8633;1;778;1019;1372;2112;3101;0
8634;1;254;390;466;1766;1209;1
8635;1;267;443;554;1780;1290;0
8636;1;244;460;584;1260;1261;0
8637;1;192;399;567;1512;875;1
8638;1;283;413;678;1052;1822;1
8639;1;194;328;514;1028;1050;1
8640;1;153;326;390;1248;884;1
8641;1;242;390;660;1230;1194;1
8642;1;747;1188;1566;2142;2632;0
